id,company_id,entry_number,entry_date,description,source_module,source_id,is_adjusting,is_reversal,posted
31ccadb5-d9ea-4111-85af-2c94d2604bc9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,126,2024-05-31,Customer payment received,sales,a6a66507-570c-45cf-9919-c10897e22acb,False,False,True
6f8de5cb-8057-4378-bec7-a6e1be247eec,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,127,2024-05-31,Supplier invoice received,purchasing,ee98ba8c-2268-4d84-8b92-e2852cbc12bf,False,False,True
cd703c99-b97d-48c6-80a8-7bb4a61a0ab9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,128,2024-05-31,Depreciation — POS System,assets,0c36bed9-2cda-4b62-a4b6-f5ecfcdd0936,False,False,True
5052f312-fd17-4d34-9336-3fab8036dd8c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,129,2024-05-31,Depreciation — Laptop x2,assets,548de992-0e1b-46b6-9012-952273971b9c,False,False,True
bc0cacd6-7321-4c4a-8777-a17aab7821ec,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,130,2024-05-31,Depreciation — Printer/Scanner,assets,7377e01e-66c5-4717-8a2d-74ddd8e75986,False,False,True
ec5156c3-2c2a-44b5-b584-7942e8e04a13,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,131,2024-05-31,Depreciation — Shop Shelving,assets,4680fecb-8b39-486e-8db8-78b0e2a34609,False,False,True
e541f1a9-f3e8-4d8e-9899-0c05f052b1e7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,132,2024-05-31,Depreciation — Display Stands,assets,11870b6b-797b-49cc-b7d1-436197c27f64,False,False,True
0d3233d6-d416-4159-9933-4ed1505ccf70,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,133,2024-05-31,Depreciation — Counter & Checkout,assets,b7113ce2-9779-4f73-ba8a-4e24ab3b699c,False,False,True
e1823193-3aa5-4691-8c4d-d6210564b6bc,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,134,2024-05-31,Depreciation — Signage,assets,c3b1e358-b374-4600-9fa5-f8b6afac98be,False,False,True
7dc6e0a2-9d60-46a2-abc2-ff8505df57a1,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,135,2024-05-31,Depreciation — Delivery Van,assets,b3e08ff8-5c4b-4db5-958b-d12f21eca930,False,False,True
998c5025-7b4c-454a-a173-431d5b88bbd5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,136,2024-05-31,Depreciation — Security System,assets,2f6f0756-d6d3-4116-b2b5-827681fbc288,False,False,True
39207370-e0a6-445c-ae83-86990252a5d2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,137,2024-06-03,Sales invoice issued,sales,3b315947-c31b-4632-94fd-3e26b5fd5afa,False,False,True
950c85b6-eb78-445b-a8ea-e8956ce879cf,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,138,2024-06-03,Customer payment received,sales,b902eb7f-be12-4c52-8c0e-9aa029f05b49,False,False,True
2a8ff1c9-3e62-4737-93c2-601a4a1b195f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,139,2024-06-03,Customer payment received,sales,eb5da2f2-2b1c-42d4-814b-198b9a43a578,False,False,True
0231af42-0eac-47d0-9c8b-77fe8dd0f18d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,140,2024-06-03,Supplier invoice received,purchasing,42e348a0-e84b-4222-9998-0a27a2368bd2,False,False,True
a3beb331-34ce-4583-a79b-0e566cf0fd37,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,141,2024-06-03,Supplier invoice received,purchasing,f43ebdfa-1ccf-46c1-bd15-cd337f28dd45,False,False,True
e7e68d38-7fd2-4281-9147-c3caaff6eae6,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,142,2024-06-03,Supplier payment made,purchasing,78aa8777-72dc-4469-bf3a-66507304c3f8,False,False,True
641a6433-3072-4d13-93bd-3b5c60372bb1,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,143,2024-06-04,Sales invoice issued,sales,ebf7679d-14e7-4029-ab64-d3cf3b0aabc0,False,False,True
cbe1d0f3-eb24-4e90-929b-a60ab7484bf1,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,144,2024-06-04,Sales invoice issued,sales,e693f409-b4c8-400c-8eb4-43c90183c72e,False,False,True
625d6d45-786e-4821-a4f5-983470ea53d0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,145,2024-06-04,Customer payment received,sales,cb401931-a558-4c75-b343-ea010163e2b2,False,False,True
7cf0804c-9847-44ea-85a5-9b2dd5d007a9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,146,2024-06-04,Supplier invoice received,purchasing,39f8074c-8fa2-42d4-afb8-d8ba16fb66cd,False,False,True
6db3d5e0-8ca0-4ead-97f8-f266505e66a5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,147,2024-06-05,Sales invoice issued,sales,5e902154-5f1d-492f-97b8-d23ce7e1d32b,False,False,True
b764e5a6-e0a9-48d8-9c8d-fa924ee04328,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,148,2024-06-05,Customer payment received,sales,ed350418-6894-42a0-ad0b-0401d2525c27,False,False,True
6afc68d8-8f8b-4669-83a5-c066cea0f834,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,149,2024-06-05,Supplier invoice received,purchasing,71cc67e9-2d51-425b-9d64-c04bd94d3336,False,False,True
4266f696-9fbe-451c-8e79-672c555b9ef5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,150,2024-06-05,Supplier payment made,purchasing,0e320bf7-d04f-4b41-adb9-72f60352832d,False,False,True
dbe0393d-3a0b-468f-a2ab-012f4c1be500,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,151,2024-06-06,Sales invoice issued,sales,3ef9f23b-a27b-4f44-b0dc-2a2ec4a683d2,False,False,True
e73c24d0-1057-4774-bb4e-269a7bceb048,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,152,2024-06-06,Sales invoice issued,sales,63779a85-fc59-4a16-bc87-11260edaa3ae,False,False,True
c404970c-5b02-47b9-9667-af569c915a56,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,153,2024-06-06,Sales invoice issued,sales,24752515-f2c5-48c1-932a-018411d77880,False,False,True
0abe809d-74d5-49ae-9546-10c26fe8e952,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,154,2024-06-06,Customer payment received,sales,dfbc8893-0ddf-4fbc-8d37-24bc90822901,False,False,True
83151833-2dca-4cfb-a457-12a4687bb54b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,155,2024-06-06,Supplier invoice received,purchasing,13cba73b-d5d6-4623-8624-a62fe62affad,False,False,True
06e307ee-212a-4a85-8a66-6acc13dc532d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,156,2024-06-06,Supplier payment made,purchasing,00d7242b-c728-4785-9dc8-41c2988c6f81,False,False,True
48226a1d-46da-48b7-91b1-96b37a60773b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,157,2024-06-07,Sales invoice issued,sales,3c60c8d2-1b63-4930-8133-5b4c5e46e554,False,False,True
3bed870c-ae53-43f2-abbe-2bd6f692e0aa,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,158,2024-06-07,Sales invoice issued,sales,a7e888e6-44b3-4e64-8dc8-8d59012edb06,False,False,True
ba6ecf1d-6809-49f3-91c4-e6a385c385ed,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,159,2024-06-07,Sales invoice issued,sales,215047c9-3d39-4105-bd6d-72c58a159d04,False,False,True
cfe97129-1065-463c-84df-ab1308abcda2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,160,2024-06-07,Customer payment received,sales,498810f2-259f-415d-b916-5e8aa1d71546,False,False,True
b60444cf-7ee3-448c-aa0f-579ac01a6069,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,161,2024-06-07,Customer payment received,sales,4feba922-7408-4160-b510-ebc7dc3e0ac2,False,False,True
af9e31aa-185f-4c05-a4d4-1035fafc6edd,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,162,2024-06-10,Sales invoice issued,sales,007f3afe-6515-4f81-adf7-4f6b2b10aca8,False,False,True
951868a3-e6c6-41c6-8194-32a3b6aadf09,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,163,2024-06-10,Sales invoice issued,sales,f51eefff-3726-4f7e-883e-9893ea77126b,False,False,True
e5e22fc1-0eaf-4649-a392-dbb00ad1974e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,164,2024-06-10,Sales invoice issued,sales,6c720008-2a26-43df-99d7-e10ed2b47c30,False,False,True
4bb69265-9b8f-4bef-87b3-655dc9b9ce3e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,165,2024-06-10,Customer payment received,sales,6afdea9d-a021-46a3-bdc2-d8311d89d418,False,False,True
2ef4f09f-b5b7-4253-a529-0e17c8d647e5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,166,2024-06-10,Customer payment received,sales,e76c4736-81e4-4d31-b7a5-71e5171eeae8,False,False,True
2621cc8d-5a37-4537-8d33-634a88b78ba2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,167,2024-06-10,Customer payment received,sales,580e1ec0-66ad-495f-ac3c-563d0d7fdec1,False,False,True
078b28d5-8838-4f35-a097-1ef3f6220bb5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,168,2024-06-10,Supplier invoice received,purchasing,966e6b50-a8cf-4524-8256-b8cc1a798be5,False,False,True
cbfc8e23-ef30-4f49-a2f4-c799cfa0c3c2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,169,2024-06-10,Supplier invoice received,purchasing,15870bec-7e99-453e-b659-a6be2b3e8f6c,False,False,True
b4ab1efe-b030-4516-810e-82d4494f0bb8,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,170,2024-06-10,Supplier invoice received,purchasing,a4720333-deb8-4456-a6e8-a011e012ef2e,False,False,True
871b7aa9-7176-4ed8-abda-8540b6d53635,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,171,2024-06-10,Supplier payment made,purchasing,91412443-a837-4566-b994-f88ad8a5117f,False,False,True
9e73b6df-3739-48e4-906f-5efa28c0f597,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,172,2024-06-11,Sales invoice issued,sales,5e8ae9a4-bd2a-4463-a113-d727bdfcaf9a,False,False,True
cfe7847a-f008-491c-b68f-d8ba2ff0e676,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,173,2024-06-11,Customer payment received,sales,07c0f884-0611-43aa-9780-67c70eb24220,False,False,True
ca72dc08-b253-4eb2-afd6-228844e06c1d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,174,2024-06-11,Customer payment received,sales,f11a843f-3a4f-4523-9ff8-f1d8bc5d36ef,False,False,True
46214b9a-ae8c-4ee4-8a80-9c5be878358e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,175,2024-06-11,Customer payment received,sales,bd462356-edd6-4949-bd58-622673d7303e,False,False,True
94914496-1982-4bd1-9d56-d9893b9ca72b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,176,2024-06-11,Supplier payment made,purchasing,ca159392-607b-4621-a789-00925d91f5b2,False,False,True
4c6318e1-d294-4638-9c66-c05a83933459,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,177,2024-06-11,Supplier payment made,purchasing,d2e64b0e-de67-41bf-98ba-81729f1cb0da,False,False,True
00527d83-093b-4556-a865-11c17063751b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,178,2024-06-11,Supplier payment made,purchasing,409c993c-8f24-41e1-a7b8-c1e831c4ceb9,False,False,True
b955254b-399a-4dd9-9234-f7061a7b3367,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,179,2024-06-12,Sales invoice issued,sales,bfa3890e-2223-41fb-b384-f496802dc946,False,False,True
b7de1fc1-97f8-4bb2-9982-6933ee23554f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,180,2024-06-12,Sales invoice issued,sales,d7458b27-f1cd-48ce-b8e6-1afa1aafdf2d,False,False,True
8c914a6d-8fef-48c2-bab5-a4c73c84f641,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,181,2024-06-12,Sales invoice issued,sales,dbeb8c6a-ff13-4159-a744-3b9e3a2762d3,False,False,True
b9771e2b-e979-436a-876d-46f371a3dc39,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,182,2024-06-12,Sales invoice issued,sales,6f2825b1-3430-483b-9bdd-e24b062adab8,False,False,True
8e28d630-b6a9-4118-89a1-23ac891a2129,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,183,2024-06-12,Customer payment received,sales,452b0c9a-0e96-488f-8434-3f65cba6d8a1,False,False,True
0be9d6ed-b2b7-4e77-88da-389a348d24d5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,184,2024-06-12,Supplier payment made,purchasing,80a2cd01-b33f-4575-8bea-77c8fc11cb06,False,False,True
be071773-60a8-4642-887c-a98bed6066b0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,185,2024-06-13,Sales invoice issued,sales,2333267e-e5df-4bc2-9be4-fc188cb81e54,False,False,True
8294ca90-2f4b-4901-877f-0af08e6f3696,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,186,2024-06-13,Sales invoice issued,sales,291ebfc3-abfa-4eee-8cb7-4f20642592dd,False,False,True
98255f08-17fb-4ee0-9507-79fd640ce48f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,187,2024-06-13,Customer payment received,sales,189804e8-c431-404c-98d6-2872376616e1,False,False,True
a9b80d70-b4ce-43b7-9dcc-32f5456370ca,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,188,2024-06-13,Customer payment received,sales,e45240c7-ecf3-4dfc-bfd2-68d281faff82,False,False,True
e07b6dbe-d8ee-46e4-8ef3-587cc08b41fd,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,189,2024-06-13,Supplier invoice received,purchasing,874b3a69-74a1-4964-b557-7426ae12e434,False,False,True
d038f49f-e64d-4290-aa56-fc079a8ae0d9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,190,2024-06-13,Supplier payment made,purchasing,85055bbc-50a5-4ff9-9db5-51dbb27350eb,False,False,True
340c2216-9ab4-4f92-a176-e9feb225b267,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,191,2024-06-14,Sales invoice issued,sales,05af70f0-0c35-4425-b0a0-97e699793b31,False,False,True
3f6a44cb-9990-4d8f-b008-5fb3850b90dc,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,192,2024-06-14,Sales invoice issued,sales,4623ad3b-83bd-4dd9-8e39-cffffa644c41,False,False,True
e7f95669-cd5b-4d5b-82e0-7a1ca4adb9e4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,193,2024-06-14,Sales invoice issued,sales,48bfaf65-e82e-44f5-8961-497e1f828f27,False,False,True
a4aa13c9-8822-4ba4-8a78-489c754ab7ca,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,194,2024-06-14,Sales invoice issued,sales,b883768d-5c98-4363-8510-9eb213692476,False,False,True
3d8f4035-fcf1-4617-9eec-1f67f961b1c6,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,195,2024-06-14,Customer payment received,sales,8af7248b-8c2b-4b25-9053-d7c27e920f40,False,False,True
08491fe1-7ea1-4023-bb2d-d20415f9e7fc,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,196,2024-06-14,Customer payment received,sales,cfbff33f-51fc-4fa0-b0d6-9473b940efa9,False,False,True
4fe2e817-27c0-498e-a216-35496fc768ee,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,197,2024-06-14,Customer payment received,sales,6fd4b2a3-b6c2-4f76-80d6-168cb0e60a8a,False,False,True
f1cd86de-f326-4b94-b77c-e32147f9330f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,198,2024-06-14,Supplier invoice received,purchasing,95fc4329-dd1c-425c-bd32-7447789a6c10,False,False,True
fbc05d7d-52ea-4151-9d45-5eba2b1e8347,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,199,2024-06-14,Supplier invoice received,purchasing,68c88ccd-6506-4b4e-8370-6ade63389ae7,False,False,True
73d17d38-04f1-48e0-ad71-4c856f93539f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,200,2024-06-14,Supplier invoice received,purchasing,6759bac3-5771-41e9-8b6c-fe8ed317f81b,False,False,True
